[0.],[0.],[0.],[13.153776],[39.58824],[27.429638],[0.],[7.6865196],[49.90304],[0.],[0.],[0.],[21.738726],[26.947954],[3.4907968],[34.452785],[0.],[0.],[0.],[0.],[2.7506473],[19.361584],[9.38706],[0.],[57.058956],[2.1329532],[0.],[0.],[59.143772],[2.7185621],[0.],[46.11318],[0.],[0.],[0.],[10.63669],[0.],[0.],[63.279716],[0.],[5.165134],[0.],[38.8046],[0.],[28.451962],[0.],[0.],[54.38647],[0.],[15.722213],[32.34307],[12.22155],[15.644278],[16.90838],[1.1775575],[4.9311914],[24.961393],[0.],[27.189297],[0.],[19.632875],[0.],[11.268452],[0.],[25.94103],[20.89792],[9.472164],[0.],[0.],[31.065224],[0.],[21.700056],[0.],[8.722518],[2.339148],[33.592453],[0.],[2.9255915],[0.],[0.],[0.],[21.310959],[3.0862925],[26.07324],[55.33276],[4.3434796],[0.],[32.425385],[23.458193],[0.],[0.],[0.],[48.797905],[0.],[0.38299274],[0.],[0.65667105],[4.182433],[5.550454],[0.],[2.3050508],[0.],[27.372028],[0.],[0.],[0.],[3.6856027],[0.],[0.],[2.7619922],[6.2247076],[8.073313],[0.],[0.],[0.],[3.1994486],[0.],[0.],[0.],[0.],[23.976938],[59.336174],[0.],[0.],[0.],[45.30063],[4.389309],[28.012562],[0.],[25.972073],[0.4981947],[0.],[0.],[0.],[22.989088],[8.852493],[0.],[8.38069],[1.4371853],[24.186152],[17.37295],[0.],[54.68916],[50.92367],[0.],[0.],[21.314146],[31.637287],[0.],[0.],[0.],[17.028385],[0.],[0.],[33.692085],[0.],[14.767515],[0.],[0.],[25.107822],[14.13479],[0.],[0.],[35.683144]
[38.152782],[43.828632],[37.655148],[58.6049],[65.11709],[67.680214],[44.275925],[45.595963],[76.5339],[39.28847],[29.422771],[38.51054],[62.966362],[82.87689],[40.184673],[72.82813],[34.515133],[34.054703],[38.79054],[53.11012],[45.145912],[44.883015],[49.433037],[46.024025],[81.9592],[29.372925],[30.066002],[34.361706],[64.723656],[45.218147],[43.13278],[36.79546],[35.883736],[45.356915],[35.109974],[49.483273],[35.87122],[38.372513],[97.71206],[42.957664],[48.21358],[46.75923],[88.20092],[35.301224],[43.68462],[28.796417],[41.14224],[43.14831],[28.846508],[50.956413],[76.5765],[47.497635],[64.707855],[62.126602],[41.147648],[35.788628],[45.987305],[37.884056],[46.298786],[35.074184],[52.56711],[46.383842],[37.43288],[48.68962],[37.854637],[59.945843],[36.624702],[33.497646],[35.822506],[42.03695],[39.867096],[54.394775],[42.56778],[40.001015],[56.267555],[63.204742],[44.436375],[42.45486],[32.664062],[50.981415],[46.068237],[51.126408],[49.920185],[110.36813],[71.35954],[43.12491],[44.31306],[48.305763],[35.276836],[44.18121],[29.344864],[40.281357],[103.90375],[39.6016],[52.565887],[29.802044],[42.868023],[57.852337],[45.93073],[47.918983],[32.574215],[38.32219],[51.0641],[47.244522],[54.394897],[50.796764],[49.90864],[28.677517],[53.17642],[33.760277],[32.98174],[52.010155],[36.730434],[49.682266],[67.94178],[36.610126],[62.85116],[34.281513],[43.157307],[31.681774],[71.36915],[60.786293],[34.254566],[37.15296],[30.685898],[95.528366],[44.80047],[53.814087],[32.12462],[101.024994],[46.110706],[38.26846],[32.909874],[36.129154],[54.02997],[51.0627],[37.439976],[33.787346],[37.626114],[64.79203],[73.909096],[43.557724],[66.18143],[89.0746],[33.04855],[50.716637],[118.16326],[82.243546],[41.844715],[38.668404],[31.984447],[71.42201],[38.680183],[29.660736],[64.23216],[30.193104],[45.76201],[44.783405],[51.72246],[75.924255],[53.441814],[36.56591],[34.63709],[67.95632]
[29.848406],[30.338457],[18.56113],[34.92705],[45.21497],[46.75698],[27.696081],[35.874687],[52.27681],[16.93717],[17.982285],[24.923235],[41.883675],[35.95551],[17.156372],[49.796776],[23.454714],[24.490583],[24.035585],[27.35971],[26.85854],[23.139584],[32.254875],[22.3782],[61.04796],[14.116108],[16.675537],[19.09697],[40.368076],[20.896317],[26.440947],[37.120136],[21.366198],[27.564636],[24.155922],[45.5453],[24.577734],[22.128647],[63.133015],[26.313564],[17.829601],[36.984035],[43.689556],[29.047764],[26.783165],[14.699395],[23.773941],[41.96555],[18.407354],[28.389137],[59.73903],[33.231422],[41.053986],[35.77474],[29.2073],[23.392822],[30.976048],[21.192444],[40.413338],[22.448376],[31.923014],[21.36149],[31.370121],[26.925106],[34.66829],[36.099545],[23.479809],[19.51866],[17.773129],[45.190983],[19.43836],[43.72184],[36.94586],[23.081627],[30.083479],[45.736332],[27.97414],[29.151388],[15.939848],[36.43724],[24.230074],[44.953262],[29.188559],[71.61516],[66.23024],[23.385824],[60.17748],[48.55234],[29.668457],[25.95507],[18.218876],[28.126272],[62.272984],[26.831837],[33.88921],[16.96951],[31.393557],[35.458733],[28.13631],[29.229992],[19.20798],[34.51055],[33.819557],[35.54602],[28.243608],[29.17236],[29.259516],[16.01021],[33.781124],[16.84134],[23.117226],[33.667767],[18.767904],[24.845572],[37.4556],[20.34959],[35.190063],[19.27825],[30.304071],[23.036488],[41.164284],[52.07472],[18.269384],[48.22122],[16.635464],[65.77553],[33.28278],[35.369946],[15.90249],[57.184963],[30.066786],[17.834906],[21.2617],[18.730352],[39.51066],[30.790592],[25.58189],[18.365793],[21.58435],[37.0062],[54.145794],[25.805563],[50.873062],[73.34964],[20.012407],[34.547863],[69.55547],[50.529243],[30.152716],[27.21225],[18.432053],[43.811127],[21.618982],[15.828422],[45.881927],[14.582257],[26.276218],[29.94577],[36.754265],[43.604824],[35.96201],[23.028482],[27.832884],[42.182976]
