[49.238564],[7.4903555],[0.],[0.],[1.165699],[0.],[0.],[18.953243],[0.],[0.25848675],[0.],[0.],[12.894008],[0.],[0.],[2.2299006],[0.],[16.377005],[0.],[0.],[0.],[0.],[3.1403377],[0.],[0.],[0.54308987],[10.088961],[0.64362144],[14.114677],[0.],[0.],[0.],[4.3232813],[2.6251037],[6.550224],[0.],[0.],[3.7226171],[1.8080816],[0.],[19.344486],[0.17792559],[7.279934],[0.],[33.273075],[0.],[0.],[3.4325392],[4.025149],[0.],[1.500134],[47.43911],[47.821293],[19.939283],[45.179943],[27.330463],[42.98898],[9.524302],[63.21674],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[20.934067],[14.140872],[0.],[53.777683],[23.005299],[24.330343],[391.3071],[0.],[0.],[74.06888],[44.673866],[8.264063],[22.108082],[0.],[0.],[0.],[37.788837],[0.],[56.97009],[15.803991],[0.],[0.],[6.503208],[47.016037],[21.051373],[20.023392],[5.670142],[0.],[4.783219],[13.367337],[12.489662],[0.],[0.],[0.],[0.],[0.],[20.702599],[14.487828],[0.],[57.615417],[19.320938],[11.6467705],[1.475868],[15.477752],[93.187546],[15.348722]
[69.307396],[40.885925],[51.158012],[32.34828],[30.832745],[37.68188],[50.929707],[48.106075],[33.63791],[33.38914],[35.33484],[37.364464],[43.32829],[30.749382],[37.789787],[32.54367],[50.905098],[46.155025],[36.7676],[52.653793],[44.977795],[40.187386],[38.07298],[43.49633],[34.86421],[31.960743],[61.053543],[28.890942],[33.51532],[36.81098],[65.91736],[30.32441],[48.70502],[46.1493],[39.24353],[49.417202],[64.3456],[37.656967],[69.97142],[35.57057],[60.54061],[40.728004],[52.881866],[31.657017],[75.58086],[30.340809],[35.89376],[74.81797],[42.28292],[41.01395],[53.82527],[63.55487],[72.19139],[58.25511],[103.45697],[45.5959],[76.126396],[33.48941],[133.07057],[34.314716],[45.49212],[34.049488],[35.47272],[38.07435],[44.517445],[58.984516],[35.449425],[71.26214],[51.21247],[47.874973],[37.059425],[54.44551],[61.493313],[47.02933],[154.54861],[33.301155],[32.93417],[125.50357],[78.6912],[38.664356],[69.8897],[35.92221],[46.319515],[43.529198],[75.740654],[47.368645],[138.26218],[80.27478],[36.944168],[50.27605],[45.869846],[58.445457],[43.75957],[42.239418],[36.693264],[46.641846],[68.905464],[48.687016],[40.96577],[40.902306],[39.081238],[52.785946],[54.206703],[50.486187],[86.28885],[61.025032],[65.99401],[75.8278],[65.626465],[54.78817],[32.348484],[87.92024],[95.30623],[70.98755]
[41.81847],[24.406914],[30.350033],[16.282955],[18.413797],[19.842104],[25.677586],[19.367435],[18.457972],[16.770994],[30.898941],[16.309477],[22.969185],[23.575872],[17.846773],[18.461796],[27.688606],[27.804977],[22.284367],[21.734179],[24.512827],[20.981924],[19.156849],[24.118246],[23.359087],[15.6435],[46.67871],[28.214218],[14.047976],[18.494078],[26.879078],[20.425638],[33.186756],[30.627855],[27.32037],[29.740288],[32.790215],[26.788834],[44.118336],[19.701607],[33.48241],[24.731535],[36.61022],[20.983126],[37.34981],[19.469698],[21.205578],[37.660885],[27.128958],[24.696457],[32.379444],[44.104904],[43.013954],[37.17035],[62.833366],[30.968555],[34.39689],[37.192345],[62.333607],[26.88336],[26.22064],[22.287659],[19.810312],[24.048462],[27.049614],[28.513895],[17.03376],[18.948687],[36.816315],[35.02688],[22.391718],[35.57202],[44.57372],[45.194294],[69.73496],[25.76562],[31.84503],[61.81883],[34.40073],[23.152819],[49.302002],[17.480837],[39.424038],[31.885286],[61.647156],[28.461908],[86.4627],[52.166134],[17.421259],[36.258232],[26.754116],[42.951466],[35.24081],[32.765285],[29.765965],[28.552786],[35.516304],[34.358566],[26.269995],[22.308226],[25.25801],[28.306559],[38.40477],[39.919247],[42.172768],[34.7905],[43.194344],[48.527412],[32.979538],[32.78089],[20.541817],[47.36644],[76.594154],[42.761387]
