[0.],[0.],[29.362257],[34.341393],[196.49971],[0.],[0.],[0.],[18.422003],[0.],[27.127644],[0.],[0.],[3.4169388],[0.],[0.],[49.50871],[0.],[0.],[0.],[0.6043377],[0.07900906],[0.],[0.],[0.],[415.91394],[23.81186],[0.],[0.],[4.557103],[18.638102],[0.],[0.],[0.],[0.],[0.],[6.6646805],[17.317333],[14.364628],[0.],[0.],[0.],[0.],[0.],[83.10512],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[11.342699],[2.0970707],[0.],[22.62532],[63.517906],[0.],[0.],[0.],[17.050804],[0.],[0.],[0.],[0.],[9.0598545],[7.4304266],[0.],[0.],[0.],[465.05264],[0.],[5.103113],[13.973423],[0.],[0.],[20.450872],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[33.991882],[0.],[0.02493477],[0.],[0.18779612],[0.],[17.756176],[10.024261],[20.195549],[13.902433],[3.2336264],[0.],[4.8812456],[16.69999],[0.],[0.],[11.90275],[0.],[11.744085]
[48.1783],[29.469704],[52.64602],[41.87996],[40.33753],[42.29316],[38.196064],[35.51696],[34.28642],[39.139313],[32.16962],[44.538788],[43.32666],[37.327972],[41.940514],[52.578552],[102.20897],[42.841755],[35.829967],[32.64904],[38.52136],[32.786118],[54.419582],[41.81914],[37.53212],[44.92327],[44.98288],[45.525932],[52.404747],[42.17721],[55.08333],[34.774483],[32.19523],[36.540462],[32.29115],[46.689827],[42.309376],[56.203617],[48.66951],[52.06637],[32.518875],[52.88424],[52.669815],[32.266285],[64.80666],[55.90423],[47.557697],[43.176723],[61.819565],[30.29113],[30.370716],[68.93654],[43.947296],[39.2329],[36.38747],[31.064644],[40.30719],[37.091263],[36.45079],[48.460934],[53.14176],[32.453922],[36.0399],[37.802376],[43.591263],[60.318203],[69.581375],[37.13074],[41.492096],[48.38784],[45.097565],[45.287056],[48.501904],[56.810616],[74.722046],[33.67471],[37.13967],[54.101204],[37.59852],[35.47231],[48.887924],[27.686646],[30.9324],[46.776276],[42.82326],[65.22082],[85.75112],[32.3449],[73.664406],[59.999763],[40.571823],[32.6091],[40.983677],[29.122284],[33.230106],[42.56045],[44.453068],[29.615116],[44.903435],[34.741116],[33.103268],[30.59705],[39.942577],[32.634895],[37.521286],[45.779964],[48.02652]
[21.053375],[20.735851],[31.800934],[47.075844],[21.655472],[50.987137],[21.270967],[9.343384],[53.681118],[20.956242],[22.87447],[28.93039],[19.55037],[17.765457],[20.285835],[35.672596],[71.02597],[67.61463],[16.760736],[25.679022],[28.571316],[15.551466],[13.476606],[19.475521],[18.206682],[27.688946],[34.301117],[31.79113],[42.21634],[15.209871],[36.868664],[21.622328],[18.90182],[21.198265],[17.556143],[32.76064],[26.079262],[83.51304],[22.648676],[49.109467],[22.427279],[50.887016],[35.1544],[20.149736],[36.751232],[35.301975],[47.651928],[32.927986],[45.870495],[20.023132],[13.677119],[54.815014],[36.568214],[24.244942],[22.376173],[17.820478],[20.996426],[11.772686],[14.027966],[36.49974],[40.666763],[18.628906],[11.669881],[18.240774],[35.152695],[44.994484],[46.60131],[23.716242],[32.634727],[50.472076],[27.327013],[29.345718],[31.574444],[37.11702],[49.210922],[14.084547],[20.139524],[46.917435],[23.760944],[14.404927],[22.00452],[14.993022],[15.140827],[31.892246],[21.823061],[45.87068],[54.551388],[18.250362],[58.8302],[33.704987],[15.370139],[17.562801],[18.084639],[16.591103],[17.115479],[29.61744],[30.720903],[24.433786],[23.12015],[18.004526],[23.502953],[16.498413],[22.489712],[14.753804],[18.722895],[31.048769],[27.7714]
